Sent  | Time SentFromHere: 2.719750 | End 
Sent  | Time SentFromHere: 4.319750 | End 
Sent  | Time SentFromHere: 4.464800 | End 
Sent  | Time SentFromHere: 7.664800 | End 
Sent  | Time SentFromHere: 7.711367 | End 
Sent  | Time SentFromHere: 7.739047 | End 
Sent  | Time SentFromHere: 7.766727 | End 
Sent  | Time SentFromHere: 7.819750 | End 
Sent  | Time SentFromHere: 8.164800 | End 
Sent  | Time SentFromHere: 8.183687 | End 
Sent  | Time SentFromHere: 8.211367 | End 
Sent  | Time SentFromHere: 8.239047 | End 
Sent  | Time SentFromHere: 8.252887 | End 
Sent  | Time SentFromHere: 8.266727 | End 
Sent  | Time SentFromHere: 9.764800 | End 
Sent  | Time SentFromHere: 10.314800 | End 
Sent  | Time SentFromHere: 11.914800 | End 
Sent  | Time SentFromHere: 15.664800 | End 
Sent  | Time SentFromHere: 15.820126 | End 
Sent  | Time SentFromHere: 17.814800 | End 
Sent  | Time SentFromHere: 17.970126 | End 
Sent  | Time SentFromHere: 18.364800 | End 
Sent  | Time SentFromHere: 18.383687 | End 
Sent  | Time SentFromHere: 18.411367 | End 
Sent  | Time SentFromHere: 18.425207 | End 
Sent  | Time SentFromHere: 18.466727 | End 
Sent  | Time SentFromHere: 18.494407 | End 
Sent  | Time SentFromHere: 18.535927 | End 
Sent  | Time SentFromHere: 18.549767 | End 
Sent  | Time SentFromHere: 18.563607 | End 
Sent  | Time SentFromHere: 18.577447 | End 
Sent  | Time SentFromHere: 18.591287 | End 
Sent  | Time SentFromHere: 19.964800 | End 
Sent  | Time SentFromHere: 21.564800 | End 
Sent  | Time SentFromHere: 21.720126 | End 
Sent  | Time SentFromHere: 24.919750 | End 
Sent  | Time SentFromHere: 25.064800 | End 
Sent  | Time SentFromHere: 25.083687 | End 
Sent  | Time SentFromHere: 25.097527 | End 
Sent  | Time SentFromHere: 25.111367 | End 
Sent  | Time SentFromHere: 25.125207 | End 
Sent  | Time SentFromHere: 25.152887 | End 
Sent  | Time SentFromHere: 25.180567 | End 
Sent  | Time SentFromHere: 25.194407 | End 
Sent  | Time SentFromHere: 25.222087 | End 
Sent  | Time SentFromHere: 25.235927 | End 
Sent  | Time SentFromHere: 25.249767 | End 
Sent  | Time SentFromHere: 26.664800 | End 
